lugar_trabajo,tipo_contrato,salario_mensual_bruto,salario_mensual_neto,trabajo_de,anios_experiencia,anios_empresa_actual,anios_puesto_actual,personal_a_cargo,plataformas,lenguajes_programacion,framework_librerias_herramientas,bases_de_datos,qa_testing,ides,cantidad_personal_organizacion,actividad_principal,edad
San Luis,Full-Time,50000,42000,HelpDesk,5,5,5,0,"Azure, Windows Server",".NET, C#, HTML, Javascript, SQL",".NET Core, Angular, Bootstrap, jQuery","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MySQL, Oracle","SoapUI, TFS",Visual Studio,501-1000,Producto basado en Software,26
Ciudad Autónoma de Buenos Aires,Full-Time,50000,40000,Developer,4,0,0,0,Ninguna de las anteriores,Java,NIFI,Oracle,JUnit,"IntelliJ, Sublime Text",10001+,Servicios / Consultoría de Software / Digital,24
San Luis,Full-Time,50000,43509,Developer,0,0,0,0,"Docker, IBM Cloud / Watson, Kubernetes, Serverless, Windows Server","ActionScript, HTML, Java, Javascript","Angular, Bootstrap, Django, Node.js, React.js","Microsoft SQL Server, MySQL, Oracle, PostgreSQL",Cucumber,"Eclipse, NetBeans, Notepad++, Sublime Text, Visual Studio Code",51-100,Producto basado en Software,25
Corrientes,Full-Time,50000,40000,BI Analyst / Data Analyst,10,2,2,6,"Amazon Web Services, Arduino o similar, Azure, *BSD, Docker, Firebase, Google Cloud Platform/App Engine, Heroku, HP-UX, IBM Cloud / Watson, VMWare, Windows Server",".NET, ActionScript, Arduino, Erlang, HTML, Java, Javascript, Scala, Smalltalk",".NET Core, Angular, Bootstrap, CodeIgniter, Cordova, Django, Drupal, jQuery, Rails, React.js, SAP, WordPress","Aerospike, Amazon DynamoDB, Amazon Redshift, Apache HBase, Apache Hive, MariaDB, MongoDB, MySQL, ProxySQL, Redis","HP LoadRunner, JUnit, Karma, Katalon, Ranorex, RSpec, Visual Studio Coded UI","Android Studio, Eclipse, Komodo, PyCharm, RStudio, Vi, Visual Studio, Visual Studio Code",5001-10000,Producto basado en Software,41
Ciudad Autónoma de Buenos Aires,Full-Time,50000,41500,Developer,4,15,0,0,"Docker, Linux, Windows Server",PHP,"Bootstrap, jQuery, Laravel, Vue.js",MySQL,PHPUnit,Visual Studio Code,11-50,Producto basado en Software,21
,Full-Time,50000,38000,DBA,15,3,3,0,"Azure, HP-UX, Linux, Windows Server",SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Toad,5001-10000,Servicios / Consultoría de Software / Digital,38
Provincia de Buenos Aires,Full-Time,49880,40500,Developer,2,2,2,0,Linux,"Bash/Shell, HTML, Javascript, PHP, Python, SQL","Bootstrap, Django, jQuery, Symfony","MariaDB, MySQL",Postman,"Nano, Sublime Text, Vi, Vim, Visual Studio Code",11-50,Producto basado en Software,25
Provincia de Buenos Aires,Full-Time,49727,40.03,HelpDesk,7,7,7,0,"Amazon Web Services, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,Visual Studio Code,101-200,Otras industrias,29
Ciudad Autónoma de Buenos Aires,Full-Time,49650,49650,Designer,1,1,1,0,Ninguna de las anteriores,"CSS, HTML, Javascript",Bootstrap,Ninguna de las anteriores,Ninguna de las anteriores,"Atom, Visual Studio",10001+,Servicios / Consultoría de Software / Digital,26
Ciudad Autónoma de Buenos Aires,Full-Time,49583,45095,SysAdmin / DevOps / SRE,1,1,1,0,"Azure, Linux, Windows Server","Bash/Shell, PowerShell",Hadoop,"Apache HBase, Apache Hive, Microsoft Azure (Tables, CosmosDB, SQL, etc)",Postman,Visual Studio Code,2001-5000,Otras industrias,25
Córdoba,Full-Time,49530,45520,SysAdmin / DevOps / SRE,20,5,5,0,"Amazon Web Services, Google Cloud Platform/App Engine, Linux, SAP, VMWare, Windows Server","Bash/Shell, Python, SQL",Ninguno de los anteriores,"HANA, MariaDB, Microsoft SQL Server, MySQL, Oracle, PostgreSQL",Ninguna de las anteriores,"NetBeans, Notepad++, Visual Studio Code",101-200,Producto basado en Software,34
Ciudad Autónoma de Buenos Aires,Full-Time,49500,40000,QA / Tester,5,5,1,0,SAP,SQL,SAP,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Ninguna de las anteriores,Ninguno de los anteriores,501-1000,Servicios / Consultoría de Software / Digital,25
Corrientes,Full-Time,49156,44.8,Developer,8,6,6,0,"Firebase, Linux","CSS, HTML, Javascript, PHP, SQL","Bootstrap, CodeIgniter, Cordova, jQuery, Laravel, React.js, Vue.js, WordPress",MySQL,JUnit,"Android Studio, NetBeans, Sublime Text, Vim, Visual Studio Code",11-50,Producto basado en Software,32
Ciudad Autónoma de Buenos Aires,Full-Time,49030,59072,Developer,2,2,2,0,Ninguna de las anteriores,"Java, Javascript",Ninguno de los anteriores,MySQL,"JUnit, Postman",Eclipse,101-200,Servicios / Consultoría de Software / Digital,23
Ciudad Autónoma de Buenos Aires,Full-Time,49000,49000,Developer,1,0,0,0,Firebase,"Javascript, PHP","Bootstrap, jQuery, React.js",Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio Code,51-100,Producto basado en Software,19
Ciudad Autónoma de Buenos Aires,Full-Time,49000,41000,Developer,0,0,0,0,Salesforce,"CSS, HTML, Javascript, Apex","Bootstrap, jQuery",Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio Code,101-200,Servicios / Consultoría de Software / Digital,21
La Rioja,Full-Time,49000,40000,Developer,0,0,0,0,"Azure, Docker, Serverless",".NET, CSS, HTML, Javascript, Python, TypeScript",".NET Core, Angular, Bootstrap, Node.js, React.js, Vue.js","MongoDB, MySQL",Postman,"Visual Studio, Visual Studio Code",501-1000,Servicios / Consultoría de Software / Digital,30
GBA,Full-Time,49000,49000,Researcher,5,5,5,0,Linux,"Python, R",TensorFlow,"ElasticSearch, SQLite",Ninguna de las anteriores,Vim,10001+,Otras industrias,37
Córdoba,Full-Time,49000,45000,Developer,1,1,1,0,"Firebase, Heroku","CSS, HTML, Javascript, SQL","Bootstrap, Node.js, React.js, Vue.js","MongoDB, MySQL",Jest,"PHPStorm, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,29
Ciudad Autónoma de Buenos Aires,Full-Time,49000,45000,Developer,1,1,1,0,Solaris,IPL,Ninguno de los anteriores,"IBM Db2, MySQL, Oracle",Ninguna de las anteriores,"Notepad++, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,28
Córdoba,Full-Time,49000,44800,QA / Tester,0,0,0,0,Sar,SQL,Ninguno de los anteriores,Oracle,Ninguna de las anteriores,Ninguno de los anteriores,101-200,Producto basado en Software,29
Ciudad Autónoma de Buenos Aires,Full-Time,49000,40000,QA / Tester,1,5,1,0,SAP,JIRA,SAP,"Microsoft Azure (Tables, CosmosDB, SQL, etc)",Postman,Notepad++,1001-2000,Servicios / Consultoría de Software / Digital,25
Ciudad Autónoma de Buenos Aires,Full-Time,49000,45000,SysAdmin / DevOps / SRE,1,1,1,0,"Amazon Web Services, Azure, Linux","PHP, Python","jQuery, WordPress","MySQL, PostgreSQL",Ninguna de las anteriores,Visual Studio Code,11-50,Otras industrias,22
Ciudad Autónoma de Buenos Aires,Full-Time,49000,59000,Developer,7,2,2,0,Linux,"CSS, HTML, Javascript, PHP, SQL","Bootstrap, jQuery, WordPress",MySQL,Ninguna de las anteriores,"Sublime Text, Visual Studio",201-500,Producto basado en Software,30
GBA,Full-Time,48969,47237,HelpDesk,11,15,4,0,VMWare,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,201-500,Otras industrias,40
San Juan,Full-Time,48659,40000,Developer,0,0,0,0,"Google Cloud Platform/App Engine, Linux","CSS, HTML, Javascript, TypeScript","Angular, Bootstrap",MySQL,Karma,Visual Studio Code,11-50,Producto basado en Software,24
Ciudad Autónoma de Buenos Aires,Full-Time,48500,40250,BI Analyst / Data Analyst,2,3,2,0,"Docker, Linux, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,"MySQL, PostgreSQL",Ninguna de las anteriores,Ninguno de los anteriores,1-10,Producto basado en Software,31
Ciudad Autónoma de Buenos Aires,Full-Time,48500,40300,FrontEnd Developer,1,1,1,0,Firebase,"CSS, HTML, Javascript, TypeScript","React.js, WordPress",Ninguna de las anteriores,Ninguna de las anteriores,Visual Studio Code,51-100,Servicios / Consultoría de Software / Digital,26
Provincia de Buenos Aires,Part-Time,48402,37802,TI-Infraestructura,19,11,11,0,"Google Cloud Platform/App Engine, SAP, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Otras industrias,38
Ciudad Autónoma de Buenos Aires,Full-Time,48199,40006,Infosec,0,0,0,0,"Linux, VMWare, Windows Server",Python,Ninguno de los anteriores,MySQL,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,39
Mendoza,Full-Time,48193,41201,Research Computer Science,0,0,0,0,Linux,"Bash/Shell, Python, R","TensorFlow, Torch, Keras",Ninguna de las anteriores,Ninguna de las anteriores,"IPython / Jupyter, Sublime Text, Visual Studio Code",101-200,Servicios / Consultoría de Software / Digital,28
Provincia de Buenos Aires,Full-Time,48192,40000,Developer,2.7,2.7,2.7,2,"Docker, Linux","CSS, HTML, Javascript, PHP, SQL, TypeScript","Angular, Node.js, React.js, Symfony","MongoDB, MySQL, Redis",Mocha,"Atom, Nano",11-50,Producto basado en Software,22
Chaco,Full-Time,48018,45000,HelpDesk,10,1,8,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Otras industrias,32
Ciudad Autónoma de Buenos Aires,Full-Time,48000,40000,Developer,0,0,0,0,Windows Server,".NET, C#, CSS, HTML, Javascript, Swift",".NET Core, Bootstrap, jQuery, Node.js, React.js",Microsoft SQL Server,Selenium,"Visual Studio, Visual Studio Code",1-10,Producto basado en Software,30
Santa Fe,Part-Time,48000,40000,SysAdmin / DevOps / SRE,17,12,12,0,"Linux, Windows Server","Bash/Shell, HTML, PHP, SQL",WordPress,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,Vim,201-500,Otras industrias,41
Ciudad Autónoma de Buenos Aires,Full-Time,48000,40000,Developer,1,1,1,0,"Docker, Linux","HTML, Javascript, PHP, TypeScript","Angular, Bootstrap, Laravel, Node.js","MongoDB, MySQL",SoapUI,"Vim, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,20
Ciudad Autónoma de Buenos Aires,Full-Time,48000,42000,Sales / Pre-Sales,2,1,0,0,SAP,ABAP,WordPress,"Amazon DynamoDB, HANA, Microsoft Azure (Tables, CosmosDB, SQL, etc), Oracle",Ninguna de las anteriores,Ninguno de los anteriores,201-500,Servicios / Consultoría de Software / Digital,23
Ciudad Autónoma de Buenos Aires,Full-Time,48000,38000,Developer,0,0,0,0,Ninguna de las anteriores,"C#, Java, SQL",".NET Core, Hibernate, Spring","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server","JUnit, Selenium","Eclipse, Visual Studio Code",2001-5000,Servicios / Consultoría de Software / Digital,26
Ciudad Autónoma de Buenos Aires,Full-Time,48000,40000,Developer,0,0,0,0,"Ninguna de las anteriores, SOA - ESB",Ninguno de los anteriores,"Ninguno de los anteriores, Oracle SOA Suite 12c",Oracle,Ninguna de las anteriores,Jdeveloper,501-1000,Servicios / Consultoría de Software / Digital,31
Ciudad Autónoma de Buenos Aires,Full-Time,48000,39840,Developer,0,0,0,0,"Azure, SAP",".NET, C#, CSS, HTML, Javascript","Bootstrap, jQuery",Microsoft SQL Server,Ninguna de las anteriores,"Visual Studio, Visual Studio Code",5001-10000,Servicios / Consultoría de Software / Digital,30
Chubut,Freelance,48000,,Developer,2,0,1,0,Docker,"HTML, Javascript, PHP, TypeScript","Bootstrap, Laravel, Node.js",PostgreSQL,Postman,Visual Studio Code,1-10,Producto basado en Software,27
Ciudad Autónoma de Buenos Aires,Full-Time,48000,38000,Developer,0,0,0,0,Ninguna de las anteriores,"HTML, Javascript, PHP","Bootstrap, jQuery, Laravel, React.js",MariaDB,Ninguna de las anteriores,Visual Studio Code,11-50,Otras industrias,22
Ciudad Autónoma de Buenos Aires,Full-Time,48000,41000,Access management,1,4,1,0,"Azure, SAP, Windows Server, Más de 100 app de la compañía en particular",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Otras industrias,26
Córdoba,Full-Time,48000,43000,Project Manager,2,2,2,9,Azure,SQL,Ninguno de los anteriores,Microsoft SQL Server,Selenium,"Notepad++, Visual Studio Code",11-50,Producto basado en Software,28
Ciudad Autónoma de Buenos Aires,Full-Time,48000,39000,Technical Writer,4,4,1,1,"Arduino o similar, Microcontroladores, Mindsphere, Amesim, PLC","Arduino, C, C++",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,"Android Studio, Eclipse",201-500,Otras industrias,29
Santa Fe,Full-Time,48000,39000,Developer,0,0,0,0,Docker,"CSS, HTML, Javascript, Python, TypeScript","Django, React.js",PostgreSQL,Ninguna de las anteriores,"PyCharm, Visual Studio Code",501-1000,Producto basado en Software,28
Santa Fe,Full-Time,48000,40000,Developer,0,0,0,0,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Bootstrap, React.js",Microsoft SQL Server,Ninguna de las anteriores,"Visual Studio, Visual Studio Code",101-200,Producto basado en Software,21
Provincia de Buenos Aires,Full-Time,48000,39000,HelpDesk,1,1,1,0,Ninguna de las anteriores,SQL,Ninguno de los anteriores,Oracle,Selenium,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,31
Córdoba,Full-Time,48000,38000,Sales / Pre-Sales,8,4,2,1,SAP,"Dart, Python, SQL","Flutter, SAP, WordPress","HANA, SQLite","Postman, SoapUI",Visual Studio Code,11-50,Producto basado en Software,31
Ciudad Autónoma de Buenos Aires,Full-Time,48000,38000,HelpDesk,4,1,1,0,Azure,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,201-500,Otras industrias,22
GBA,Full-Time,48000,42000,HelpDesk,0,1,1,2,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Otras industrias,22
Ciudad Autónoma de Buenos Aires,Full-Time,48000,38000,Developer,0,0,0,0,Azure,".NET, C#, SQL, TypeScript",".NET Core, Angular","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,"Visual Studio, Visual Studio Code",201-500,Servicios / Consultoría de Software / Digital,26
GBA,Full-Time,48000,39820,QA / Tester,0,0,0,0,"Mainframe, VMWare","COBOL, SQL",Ninguno de los anteriores,"IBM Db2, Oracle",ALM,"Notepad++, Sublime Text",201-500,Servicios / Consultoría de Software / Digital,22
Santa Fe,Full-Time,48000,46000,Sales / Pre-Sales,4,4,4,0,Ninguna de las anteriores,"CSS, HTML, Javascript, PHP, SQL",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,"Android Studio, Sublime Text",1-10,Otras industrias,29
,Full-Time,48000,36000,SysAdmin / DevOps / SRE,1,0,0,0,Amazon Web Services,Javascript,Terraform,PostgreSQL,Ninguna de las anteriores,Visual Studio Code,1001-2000,Servicios / Consultoría de Software / Digital,26
Ciudad Autónoma de Buenos Aires,Full-Time,48000,43000,HelpDesk,9,7,6,0,Windows Server,".NET, PHP, SQL, VBA",Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,"Notepad++, Sublime Text, Visual Studio Code",10001+,Otras industrias,29
Ciudad Autónoma de Buenos Aires,Tercerizado (trabajo a través de consultora o agencia),48000,44000,Technical Writer,10,1,10,0,"VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,2001-5000,Servicios / Consultoría de Software / Digital,32
GBA,Full-Time,48000,42000,HelpDesk,0,2,0,0,Ninguna de las anteriores,PHP,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Servicios / Consultoría de Software / Digital,22
Ciudad Autónoma de Buenos Aires,Full-Time,48000,52000,Sales / Pre-Sales,3,3,3,0,Windows Server,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,201-500,Servicios / Consultoría de Software / Digital,25
Ciudad Autónoma de Buenos Aires,Tercerizado (trabajo a través de consultora o agencia),48000,40500,HelpDesk,2,0,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Servicios / Consultoría de Software / Digital,33
Córdoba,Tercerizado (trabajo a través de consultora o agencia),47600,47600,HelpDesk,0,0,0,0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Otras industrias,30
GBA,Full-Time,47580,43300,Sercivio tecnico de pc ,5,2,2,0,"Linux, VMWare, Yumi, acronis, hyper-v ",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,11-50,Otras industrias,24
Santa Fe,Full-Time,47500,42000,Developer,0,0,0,0,"Amazon Web Services, Google Cloud Platform/App Engine, Linux, Windows Server",".NET, C++, C#, HTML, Javascript, PHP, Python, SQL",".NET Core, Angular, Bootstrap, Django, jQuery, Node.js, Symfony, WordPress","Amazon DynamoDB, Google Cloud Storage, MongoDB","OpenQA, PHPUnit","NetBeans, Sublime Text",11-50,Producto basado en Software,28
Ciudad Autónoma de Buenos Aires,Part-Time,47500,47500,Developer,0,0,0,0,"Azure, Docker, Firebase, Linux, Microcontroladores","Java, Javascript, SQL","Node.js, Spring","MariaDB, MongoDB","JUnit, Postman","IntelliJ, WebStorm",11-50,Producto basado en Software,26
Ciudad Autónoma de Buenos Aires,Tercerizado (trabajo a través de consultora o agencia),47500,40000,Soporte onsite,10,2,5,0,"SAP, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,201-500,Servicios / Consultoría de Software / Digital,31
Ciudad Autónoma de Buenos Aires,Full-Time,47500,39500,Developer,0,0,0,0,.,"Java, Javascript, Python","Flask, Spring","MongoDB, Oracle",.,"Eclipse, IntelliJ, PyCharm, Visual Studio Code",10001+,Servicios / Consultoría de Software / Digital,26
Ciudad Autónoma de Buenos Aires,Full-Time,47300,39259,Developer,0,0,0,0,Linux,Python,Ninguno de los anteriores,MongoDB,Ninguna de las anteriores,PyCharm,51-100,Producto basado en Software,24
Ciudad Autónoma de Buenos Aires,Full-Time,47210,45430,HelpDesk,1,1,1,0,"Mainframe, Windows Server, Active directory",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,5001-10000,Servicios / Consultoría de Software / Digital,24
Ciudad Autónoma de Buenos Aires,Full-Time,47200,50000,HelpDesk,0,0,0,0,"Amazon Web Services, Google Cloud Platform/App Engine, OpenShift, SAP, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,Ninguno de los anteriores,51-100,Servicios / Consultoría de Software / Digital,27
Santa Fe,Full-Time,47183,42227,Developer,2,1,2,0,Ninguna de las anteriores,"CSS, HTML, Javascript, Python","Angular, Bootstrap, Django, jQuery, Node.js","MySQL, PostgreSQL",Ninguna de las anteriores,"Visual Studio, Visual Studio Code",11-50,Servicios / Consultoría de Software / Digital,31
